sample_id,true_label,true_class,predicted_label,predicted_class,correct,prob_Apis mellifera,prob_Vanessa atalanta,prob_Harmonia axyridis,prob_Pieris rapae,prob_Coccinella septempunctata,prob_Vanessa cardui,prob_Nymphalis antiopa,prob_Other,confidence_margin
3297,2,Harmonia axyridis,1,Vanessa atalanta,0,9.546325e-07,0.6644426,0.33539727,1.4963585e-07,0.00012874008,2.7808854e-05,1.4718067e-06,1.0004052e-06,0.3290453255176544
3302,1,Vanessa atalanta,7,Other,0,4.312029e-10,0.014131382,1.1120843e-09,3.6219086e-09,4.117953e-09,8.78381e-07,5.8168644e-06,0.9858619,0.9717305153608322
3307,2,Harmonia axyridis,7,Other,0,0.00076910143,1.3548039e-07,0.008405006,0.00010411421,1.2521933e-07,4.0261896e-09,1.1822594e-05,0.9907098,0.9823047760874033
3311,0,Apis mellifera,7,Other,0,0.32134238,8.845169e-05,7.719379e-06,0.00039870755,0.0020819947,0.00018556748,0.00018060257,0.6757146,0.3543722331523895
3314,4,Coccinella septempunctata,7,Other,0,7.4887826e-06,0.00023335654,1.0854352e-06,3.1181306e-05,0.024980292,1.5770333e-05,2.2026682e-06,0.9747287,0.9497484117746353
3319,0,Apis mellifera,1,Vanessa atalanta,0,0.28006023,0.50397027,7.2371513e-06,6.6248285e-05,7.5343874e-06,0.0006959104,0.00065555825,0.21453702,0.22391003370285034
3331,0,Apis mellifera,6,Nymphalis antiopa,0,0.008208427,0.0011353325,1.8856061e-06,0.0052143475,8.84003e-06,0.00030589136,0.9092363,0.07588896,0.9010278852656484
3337,2,Harmonia axyridis,7,Other,0,5.6497483e-05,0.000108601285,0.05220527,6.2669315e-05,2.221004e-06,5.5403575e-08,0.00068231067,0.94688237,0.8946770988404751
3341,0,Apis mellifera,7,Other,0,2.7659766e-05,4.2196382e-07,3.910774e-08,1.6304716e-07,6.096298e-09,9.886131e-10,1.9028372e-06,0.99996984,0.9999421802840516
3360,2,Harmonia axyridis,7,Other,0,3.3972936e-09,3.0948055e-09,2.9218407e-07,1.6743842e-07,8.2510165e-10,1.5585898e-07,5.5204765e-09,0.9999994,0.9999991117694833
3382,0,Apis mellifera,7,Other,0,0.0061590727,6.3077343e-10,3.556236e-07,7.7836995e-07,2.2783887e-07,3.2613076e-07,5.350548e-10,0.9938392,0.9876801315695047
3389,4,Coccinella septempunctata,0,Apis mellifera,0,0.6128188,0.00081928034,0.053556766,1.9577067e-06,0.32921934,0.0010086925,7.5537594e-07,0.002574344,0.2835994362831116
3400,0,Apis mellifera,7,Other,0,9.407559e-06,3.97667e-06,5.2148458e-08,2.6853598e-07,1.1518882e-08,1.2187806e-07,4.0624553e-09,0.9999862,0.999976764162966
3404,2,Harmonia axyridis,1,Vanessa atalanta,0,0.012913642,0.95166844,0.0049088076,0.008109797,0.0034598913,0.00043382787,0.0006726855,0.017832993,0.9467596337199211
3405,0,Apis mellifera,7,Other,0,0.0024271584,0.00030301587,3.20045e-05,2.0089742e-06,4.869253e-07,6.935046e-05,4.6519244e-06,0.99716127,0.994734110776335
3413,0,Apis mellifera,7,Other,0,0.4096916,0.0035048309,8.266113e-07,5.988412e-05,0.0003372619,0.0058801575,0.0059178392,0.57460755,0.16491594910621643
3415,5,Vanessa cardui,7,Other,0,0.2949146,0.0012522136,0.08372714,0.00041230425,0.0012389285,0.016693482,1.9411714e-06,0.60175943,0.5850659515708685
3423,0,Apis mellifera,7,Other,0,0.0010969283,4.8194096e-07,7.21591e-07,0.00041441343,0.012280298,0.12177264,7.830523e-06,0.86442673,0.8633298038039356
3426,7,Other,2,Harmonia axyridis,0,0.0015318615,9.549819e-05,0.6325037,0.0046863267,0.022090374,1.3879169e-06,7.0714227e-06,0.3390838,0.29341989755630493
3428,3,Pieris rapae,7,Other,0,1.4873028e-07,2.7016146e-08,3.3501768e-09,0.026931014,1.4534578e-07,1.60873e-07,3.4965804e-09,0.9730684,0.9461374022066593
3429,0,Apis mellifera,7,Other,0,0.020585444,0.0005531642,2.0231721e-07,0.006302899,2.572668e-06,0.00014104723,3.8071623e-05,0.97237664,0.951791200786829
3437,0,Apis mellifera,7,Other,0,1.3228326e-08,4.7601834e-10,6.2184874e-10,5.306258e-10,8.911974e-10,1.0020039e-09,2.7428426e-08,1.0,0.999999986771674
3438,7,Other,2,Harmonia axyridis,0,1.738985e-05,9.730913e-08,0.8847143,2.836524e-07,0.11524645,1.4822666e-09,2.2019586e-09,2.1434844e-05,0.8846928705570463
3455,1,Vanessa atalanta,5,Vanessa cardui,0,4.2420575e-06,0.08936362,1.445286e-06,0.00026658966,0.0012037512,0.90372056,1.0476539e-05,0.0054292255,0.8143569380044937
3458,7,Other,1,Vanessa atalanta,0,2.5608495e-09,0.99773633,2.0698365e-12,2.890625e-09,2.0610834e-08,0.0002583443,5.5872306e-07,0.0020047522,0.9957315826322883
3459,3,Pieris rapae,0,Apis mellifera,0,0.4677726,0.25073028,2.1806773e-06,0.10151955,2.4307978e-05,0.0018601154,0.029349687,0.14874133,0.3662530556321144
3485,2,Harmonia axyridis,0,Apis mellifera,0,0.67013896,0.010290525,0.043727547,0.015328555,0.0011003334,1.539185e-05,0.07818879,0.1812099,0.6264114081859589
3491,0,Apis mellifera,7,Other,0,0.14042646,0.1361126,8.767607e-07,0.03798741,0.00016023424,0.100379385,0.25062186,0.33431122,0.19388476014137268
3507,3,Pieris rapae,6,Nymphalis antiopa,0,0.00090986094,0.01765974,1.1234848e-05,0.30020744,0.00014532603,0.0021029313,0.6477367,0.031226715,0.3475292921066284
3521,4,Coccinella septempunctata,0,Apis mellifera,0,0.9922465,1.0512824e-06,0.0035920856,0.00016370568,0.0010640201,2.0448935e-07,1.5903292e-07,0.0029322219,0.9911824885057285
3527,0,Apis mellifera,7,Other,0,0.05071465,1.658845e-08,9.035176e-11,3.1184712e-07,3.1747507e-07,1.4208623e-08,9.959331e-09,0.9492846,0.8985699638724327
3530,0,Apis mellifera,7,Other,0,0.4579688,2.2204629e-06,3.8846474e-06,1.6246375e-05,1.2668972e-06,0.00013693345,8.6314753e-07,0.5418698,0.08390101790428162
3533,5,Vanessa cardui,1,Vanessa atalanta,0,0.0014821673,0.81788486,6.702507e-08,0.0010864531,5.261272e-07,0.17936122,8.1109196e-05,0.000103634346,0.6385236382484436
3537,5,Vanessa cardui,7,Other,0,0.06423752,0.0045552016,1.061756e-06,0.0018744247,0.0004068486,3.8323815e-05,0.00466351,0.92422307,0.9241847415614757
3540,0,Apis mellifera,7,Other,0,0.017327072,2.244642e-07,3.3705288e-07,9.3087165e-09,4.687151e-08,6.9058774e-07,7.529945e-10,0.9826717,0.9653446059674025
3542,5,Vanessa cardui,7,Other,0,4.902915e-07,2.4671687e-08,9.342095e-15,4.140576e-07,1.454251e-09,0.15221556,1.2147497e-06,0.84778225,0.6955666989088058
3544,0,Apis mellifera,7,Other,0,0.006884209,0.0016811183,0.0029129826,2.2408205e-05,3.2476826e-05,3.523781e-06,0.0001230523,0.98834026,0.9814560497179627
3546,6,Nymphalis antiopa,7,Other,0,8.8983135e-05,0.32947564,1.8551993e-06,0.00021917727,6.3736974e-05,0.0003693458,0.031300586,0.6384807,0.6071801371872425
3547,7,Other,1,Vanessa atalanta,0,9.666577e-06,0.99631953,7.180179e-08,6.82321e-05,9.027058e-09,0.00038886548,0.000100860605,0.0031128484,0.993206684011966
3554,5,Vanessa cardui,7,Other,0,0.0014857366,0.122594655,9.536011e-06,0.00011182318,0.01190263,0.15767041,0.0042063906,0.70201886,0.5443484485149384
3563,0,Apis mellifera,7,Other,0,0.013909005,0.0005873749,8.7274464e-07,0.00065665966,1.2850372e-08,0.00010915221,9.233308e-06,0.9847276,0.9708186164498329
3565,0,Apis mellifera,1,Vanessa atalanta,0,0.29538885,0.7034675,1.3245693e-06,4.087894e-06,3.802352e-07,1.1855846e-06,0.00020757416,0.00092910364,0.4080786406993866
3573,2,Harmonia axyridis,7,Other,0,7.4527954e-05,0.00058192265,9.961249e-07,9.637589e-07,0.0005142749,4.6465325e-06,1.2149436e-05,0.9988105,0.9988095335839944
3577,7,Other,4,Coccinella septempunctata,0,0.0001875491,2.871265e-08,0.00031987106,2.6558191e-05,0.9866062,3.0015367e-06,1.9893662e-06,0.01285478,0.9737514005973935
3583,7,Other,2,Harmonia axyridis,0,0.0010179287,3.744318e-06,0.4693054,0.00025399736,0.12474853,0.0020172605,3.067828e-05,0.40262243,0.06668296456336975
3603,0,Apis mellifera,7,Other,0,0.35279992,0.00073380594,2.6198284e-08,6.506553e-05,4.313911e-05,0.00035353508,0.0012954588,0.64470905,0.2919091284275055
3605,3,Pieris rapae,7,Other,0,0.026555238,0.00055026956,0.0018874359,0.31852928,0.00024342987,0.00025142726,0.0003260656,0.6516569,0.3331276476383209
3614,2,Harmonia axyridis,4,Coccinella septempunctata,0,0.025707122,0.06334542,0.074730515,0.0023488363,0.8064595,8.836014e-05,0.008218253,0.019101962,0.7317289710044861
3632,1,Vanessa atalanta,7,Other,0,6.1210415e-07,0.4632333,3.7951753e-09,6.411255e-05,4.7675357e-07,0.022993289,0.00022384223,0.51348436,0.0502510666847229
3669,3,Pieris rapae,7,Other,0,0.0010558778,0.00015166089,5.1641517e-05,0.013343314,6.6537154e-06,0.00062441896,1.6378085e-06,0.9847647,0.9714213814586401
3672,3,Pieris rapae,7,Other,0,8.2587304e-10,2.3709468e-09,2.8727663e-07,0.3561057,2.96932e-10,4.2217832e-07,4.480349e-07,0.6438931,0.28778743743896484
3685,0,Apis mellifera,6,Nymphalis antiopa,0,0.0039306683,0.032754697,0.00040885562,0.0037000969,0.0015404754,0.0010548482,0.9009613,0.05564914,0.8970306115224957
3688,3,Pieris rapae,7,Other,0,0.001198622,8.255047e-05,6.372812e-08,0.00010178585,1.1165009e-06,1.4918514e-05,2.5963953e-08,0.9986009,0.9984991143210209
3697,7,Other,3,Pieris rapae,0,2.390754e-06,1.4760518e-08,1.0859127e-09,0.9913735,5.119801e-10,5.54991e-09,2.6194213e-10,0.00862415,0.9827493289485574
3698,3,Pieris rapae,7,Other,0,1.1247919e-05,1.0592931e-08,3.369092e-08,0.1641852,0.00979064,4.6822342e-06,1.4290544e-09,0.8260082,0.6618230044841766
3705,0,Apis mellifera,7,Other,0,0.0006584494,2.22536e-06,9.023454e-05,2.5505071e-06,1.8833522e-06,8.538433e-06,1.2886294e-07,0.9992361,0.9985776574467309
3726,1,Vanessa atalanta,7,Other,0,6.8718464e-06,0.16065262,1.7873208e-06,0.0024590378,1.0398089e-07,1.6747845e-05,0.00043796597,0.83642495,0.6757723242044449
3730,0,Apis mellifera,7,Other,0,0.2185121,0.004049383,1.1452983e-06,0.06119089,3.4214943e-07,0.0033013546,0.0023958134,0.710549,0.4920368939638138
3731,1,Vanessa atalanta,7,Other,0,0.0013565519,0.22941355,4.2352403e-05,0.2983819,1.6983311e-06,0.00010396858,0.086859316,0.38384062,0.15442706644535065
3735,5,Vanessa cardui,0,Apis mellifera,0,0.5296515,0.0019030421,1.2328825e-07,7.267777e-05,1.4281664e-05,0.06082768,6.532742e-05,0.4074654,0.4688238427042961
3763,7,Other,5,Vanessa cardui,0,8.015817e-06,0.002141802,2.3403766e-08,1.7367665e-05,8.061796e-07,0.5046402,0.00017996355,0.49301183,0.011628389358520508
3768,0,Apis mellifera,7,Other,0,0.0040926565,1.700202e-07,1.4718731e-06,2.8776462e-06,5.3501985e-06,1.39428185e-08,1.2710053e-08,0.99589753,0.9918048749677837
